VTDID,PCTNAME,PCTCODE,MCDNAME,MCDCODE,MCDFIPS,COUNTYNAME,COUNTYCODE,COUNTYFIPS,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,TABSYSTEM,TABMODEL,REG7AM,EDR,SIGNATURES,AB,FEDONLYAB,TOTVOTING,USPRSGP,USPRSR,USPRSDFL,USPRSSEP,USPRSSWP,USPRSCFP,USPRSBL,USPRSCP,USPRSLIB,USPRSWI,USPRSTOTAL,USREPGP,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNLEGGP,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL
270032820,COLUMBIA HEIGHTS P-2,2820,COLUMBIA HEIGHTS,40,12700,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,1203,292,1121,47,3,1171,4,436,719,0,0,4,4,0,3,0,1170,66,0,354,663,1,1084,0,0,399,685,3,1087
270032830,COLUMBIA HEIGHTS P-3,2830,COLUMBIA HEIGHTS,40,12700,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,1366,257,1217,79,7,1303,1,416,862,1,0,1,14,1,0,1,1297,57,0,303,822,1,1183,0,0,361,825,2,1188
270032840,COLUMBIA HEIGHTS P-4,2840,COLUMBIA HEIGHTS,40,12700,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,1322,255,1151,70,1,1222,3,408,795,0,1,0,5,0,7,1,1220,39,0,329,756,3,1127,0,0,366,763,3,1132
270032850,COLUMBIA HEIGHTS P-5,2850,COLUMBIA HEIGHTS,40,12700,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,1315,260,1149,146,0,1295,2,466,813,1,0,1,8,1,1,1,1294,47,0,367,813,0,1227,0,0,431,799,3,1233
270032860,COLUMBIA HEIGHTS P-6,2860,COLUMBIA HEIGHTS,40,12700,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,1192,189,1100,87,1,1188,3,496,672,0,0,1,11,1,3,1,1188,53,0,396,671,0,1120,0,0,441,692,0,1133
270032870,COLUMBIA HEIGHTS P-7,2870,COLUMBIA HEIGHTS,40,12700,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,1248,236,1139,45,2,1186,0,440,732,0,0,2,5,1,2,1,1183,46,0,340,732,1,1119,0,0,398,735,3,1136
270032880,COLUMBIA HEIGHTS P-8,2880,COLUMBIA HEIGHTS,40,12700,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,1267,290,1219,49,4,1272,3,456,788,0,0,2,12,6,2,2,1271,52,0,344,784,0,1180,0,0,382,800,1,1183
270033010,COLUMBUS P-1,3010,COLUMBUS,45,12718,ANOKA,2,003,6,52,52A,06,10,00,,2,Accuvote,2512,380,2360,105,1,2466,1,1394,1048,0,0,1,9,3,2,1,2459,0,0,1306,1123,3,2432,0,0,1394,953,2,2349
270033210,COON RAPIDS W-1 P-1,3210,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47A,07,10,00,1,2,Accuvote,1580,356,1490,84,0,1574,0,882,676,0,0,2,7,2,2,1,1572,0,0,969,534,1,1504,0,0,773,725,0,1498
270033220,COON RAPIDS W-1 P-2,3220,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47A,07,10,00,1,2,Accuvote,1698,376,1592,93,1,1686,2,840,821,0,0,1,9,3,3,3,1682,0,0,924,667,5,1596,0,0,720,875,3,1598
270033230,COON RAPIDS W-1 P-3,3230,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,07,10,00,1,2,Accuvote,1867,410,1765,104,0,1869,2,1023,830,0,0,0,5,1,3,2,1866,0,0,1119,644,2,1765,0,0,1046,690,1,1737
270033240,COON RAPIDS W-1 P-4,3240,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,07,10,00,1,2,Accuvote,1969,301,1790,124,0,1914,1,1127,770,0,0,0,8,3,1,3,1913,0,0,1233,582,3,1818,0,0,1146,663,0,1809
270033410,COON RAPIDS W-2 P-1,3410,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,2,2,Accuvote,1713,678,1887,165,2,2054,1,1090,946,1,0,2,9,0,3,2,2054,0,0,1208,734,6,1948,0,0,1129,801,4,1934
270033420,COON RAPIDS W-2 P-2,3420,COON RAPIDS,50,13114,ANOKA,2,003,6,49,49B,05,10,00,2,2,Accuvote,1944,329,1797,101,0,1898,3,1065,814,0,0,0,7,2,6,1,1898,0,0,977,900,1,1878,0,0,1080,741,3,1824
270033430,COON RAPIDS W-2 P-3,3430,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,2,2,Accuvote,1961,360,1762,145,8,1915,5,957,934,1,0,0,7,3,1,2,1910,0,0,1075,760,0,1835,0,0,962,840,3,1805
270033440,COON RAPIDS W-2 P-4,3440,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,2,2,Accuvote,1757,338,1622,71,4,1697,1,796,880,0,0,1,10,1,4,3,1696,0,0,866,734,1,1601,0,0,803,788,2,1593
270033610,COON RAPIDS W-3 P-1,3610,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47B,05,10,00,3,2,Accuvote,1341,417,1376,106,0,1482,4,708,760,0,0,1,7,0,2,0,1482,0,0,791,611,1,1403,0,0,632,774,0,1406
270033620,COON RAPIDS W-3 P-2,3620,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47B,07,10,00,3,2,Accuvote,2014,400,1995,84,0,2079,4,1012,1040,0,0,3,15,4,1,0,2079,0,0,1133,857,3,1993,0,0,914,1104,2,2020
270033630,COON RAPIDS W-3 P-3,3630,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,3,2,Accuvote,1298,350,1316,67,2,1385,5,643,721,0,0,1,9,3,1,1,1384,0,0,737,570,3,1310,0,0,657,637,4,1298
270033640,COON RAPIDS W-3 P-4,3640,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47B,05,10,00,3,2,Accuvote,1634,395,1650,88,1,1739,2,822,893,0,0,4,12,2,0,3,1738,0,0,926,721,0,1647,0,0,773,891,2,1666
270033810,COON RAPIDS W-4 P-1,3810,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47B,07,10,00,4,2,Accuvote,615,132,544,42,0,586,1,270,310,0,0,1,3,0,1,0,586,0,0,312,248,0,560,0,0,241,320,3,564
270033820,COON RAPIDS W-4 P-2,3820,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47A,07,10,00,4,2,Accuvote,1796,359,1663,99,4,1767,2,888,862,0,0,3,11,0,0,1,1767,0,0,994,687,1,1682,0,0,771,925,2,1698
270033830,COON RAPIDS W-4 P-3,3830,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47A,07,10,00,4,2,Accuvote,1347,280,1296,67,0,1363,1,674,676,0,0,1,6,0,1,3,1362,0,0,736,564,2,1302,0,0,583,720,9,1312
270033840,COON RAPIDS W-4 P-4,3840,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47B,07,10,00,4,2,Accuvote,1311,330,1310,61,2,1373,3,642,703,0,0,2,12,3,3,2,1370,0,0,716,578,2,1296,0,0,598,715,2,1315
270033850,COON RAPIDS W-4 P-5,3850,COON RAPIDS,50,13114,ANOKA,2,003,3,47,47A,07,10,00,4,2,Accuvote,1384,395,1317,83,0,1400,3,727,647,1,0,2,15,1,2,2,1400,0,0,809,534,1,1344,0,0,614,728,2,1344
270034010,COON RAPIDS W-5 P-1,4010,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,5,2,Accuvote,1150,333,1178,44,0,1222,1,646,554,1,0,4,9,1,2,2,1220,0,0,700,452,2,1154,0,0,645,504,1,1150
270034020,COON RAPIDS W-5 P-2,4020,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,5,2,Accuvote,1081,260,1093,38,0,1131,2,576,538,0,1,2,8,0,3,1,1131,0,0,608,468,4,1080,0,0,558,508,2,1068
270034030,COON RAPIDS W-5 P-3,4030,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,5,2,Accuvote,1554,372,1474,85,0,1559,4,735,808,0,0,1,5,1,2,1,1557,0,0,797,692,0,1489,0,0,710,775,2,1487
270034040,COON RAPIDS W-5 P-4,4040,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,5,2,Accuvote,1167,278,1141,37,1,1179,2,583,580,1,0,1,9,0,2,0,1178,0,0,624,487,2,1113,0,0,569,527,2,1098
270034050,COON RAPIDS W-5 P-5,4050,COON RAPIDS,50,13114,ANOKA,2,003,3,49,49B,05,10,00,5,2,Accuvote,1282,446,1266,59,0,1325,0,659,651,0,0,1,10,0,2,2,1325,0,0,714,491,1,1206,0,0,639,528,3,1170
270034210,EAST BETHEL P-1,4210,EAST BETHEL,51,17486,ANOKA,2,003,6,48,48A,02,10,00,,2,Accuvote,1865,479,1906,63,0,1969,5,1157,779,0,0,4,12,8,2,0,1967,0,0,1045,897,0,1942,0,0,1043,836,1,1880
270034220,EAST BETHEL P-2,4220,EAST BETHEL,51,17486,ANOKA,2,003,6,48,48A,02,10,00,,2,Accuvote,2137,452,2056,108,0,2164,3,1278,864,0,0,0,10,3,5,0,2163,0,0,1110,1015,0,2125,0,0,1152,906,1,2059
270034230,EAST BETHEL P-3,4230,EAST BETHEL,51,17486,ANOKA,2,003,6,48,48A,02,10,00,,2,Accuvote,1810,439,1833,81,0,1916,4,1096,789,1,0,0,15,2,4,1,1912,0,0,1005,885,3,1893,0,0,1021,799,1,1821
270034410,FRIDLEY W-1 P-1,4410,FRIDLEY,55,22814,ANOKA,2,003,5,51,51B,04,10,00,1,2,Accuvote,1342,208,1208,53,3,1264,0,594,660,0,0,0,5,1,1,1,1262,35,0,468,674,0,1177,0,20,505,675,2,1202
270034420,FRIDLEY W-1 P-2,4420,FRIDLEY,55,22814,ANOKA,2,003,5,51,51B,04,10,00,1,2,Accuvote,1354,169,1238,67,3,1308,2,576,713,0,0,1,10,0,4,1,1307,32,0,457,766,0,1255,0,36,498,737,0,1271
270034430,FRIDLEY W-1 P-3,4430,FRIDLEY,55,22814,ANOKA,2,003,5,50,50A,04,10,00,1,2,Accuvote,1400,300,1228,99,2,1330,5,506,799,0,0,0,13,4,1,0,1328,51,0,406,799,1,1257,0,0,449,798,2,1249
270034440,FRIDLEY W-1 P-4,4440,FRIDLEY,55,22814,ANOKA,2,003,5,50,50A,04,10,00,1,2,Accuvote,1247,260,1120,61,3,1184,6,447,724,0,0,0,3,0,1,2,1183,37,0,378,704,0,1119,0,0,424,697,1,1122
270034610,FRIDLEY W-2 P-1,4610,FRIDLEY,55,22814,ANOKA,2,003,5,51,51B,04,10,00,2,2,Accuvote,1133,330,1103,58,0,1161,0,464,685,0,0,1,4,3,2,2,1161,46,0,381,656,1,1084,0,38,432,640,1,1111
270034620,FRIDLEY W-2 P-2,4620,FRIDLEY,55,22814,ANOKA,2,003,5,51,51B,04,10,00,2,2,Accuvote,1033,239,922,52,1,975,1,425,538,0,0,2,5,1,2,0,974,43,0,347,522,0,912,0,27,355,552,0,934
270034630,FRIDLEY W-2 P-3,4630,FRIDLEY,55,22814,ANOKA,2,003,5,51,51B,04,10,00,2,2,Accuvote,1528,257,1374,100,9,1483,2,646,806,0,0,0,17,2,4,2,1479,54,0,529,813,0,1396,0,35,562,832,0,1429
270034640,FRIDLEY W-2 P-4,4640,FRIDLEY,55,22814,ANOKA,2,003,5,50,50A,04,10,00,2,2,Accuvote,751,106,672,43,4,719,1,312,399,0,0,0,3,0,1,1,717,24,0,263,404,0,691,0,0,295,403,0,698
270034650,FRIDLEY W-2 P-5,4650,FRIDLEY,55,22814,ANOKA,2,003,5,50,50B,04,10,00,2,2,Accuvote,752,167,680,41,4,725,1,281,433,0,0,0,5,1,2,2,725,28,0,241,407,0,676,0,0,312,367,2,681
270034810,FRIDLEY W-3 P-1,4810,FRIDLEY,55,22814,ANOKA,2,003,5,50,50A,03,10,00,3,2,Accuvote,1119,320,1090,60,0,1150,2,497,627,0,0,1,15,2,3,1,1148,46,0,413,635,2,1096,0,0,438,640,4,1082
270034820,FRIDLEY W-3 P-2,4820,FRIDLEY,55,22814,ANOKA,2,003,5,50,50A,04,10,00,3,2,Accuvote,1554,318,1465,87,4,1556,2,652,883,1,0,0,8,2,3,1,1552,47,0,565,847,4,1463,0,0,609,847,2,1458
270034830,FRIDLEY W-3 P-3,4830,FRIDLEY,55,22814,ANOKA,2,003,5,50,50A,04,10,00,3,2,Accuvote,734,242,621,56,2,679,0,258,411,0,0,0,4,2,0,1,676,26,0,222,375,0,623,0,0,228,390,1,619
270034840,FRIDLEY W-3 P-4,4840,FRIDLEY,55,22814,ANOKA,2,003,5,50,50A,04,10,00,3,2,Accuvote,1038,268,991,49,2,1042,1,415,610,0,0,1,11,0,2,1,1041,35,0,314,600,3,952,0,0,343,614,3,960
270035010,HAM LAKE P-1,5010,HAM LAKE,65,26738,ANOKA,2,003,6,49,49A,02,10,00,,2,Accuvote,1008,264,980,54,3,1037,0,587,442,1,0,0,3,2,1,0,1036,0,0,540,473,0,1013,0,0,548,419,1,968
270035020,HAM LAKE P-2,5020,HAM LAKE,65,26738,ANOKA,2,003,6,49,49A,02,10,00,,2,Accuvote,1476,212,1305,136,2,1443,3,885,545,1,0,0,5,0,1,1,1441,0,0,820,610,0,1430,0,0,886,483,1,1370
270035030,HAM LAKE P-3,5030,HAM LAKE,65,26738,ANOKA,2,003,6,49,49A,02,10,00,,2,Accuvote,1268,208,1177,48,0,1225,1,718,488,0,0,0,9,1,3,1,1221,0,0,647,559,0,1206,0,0,637,499,0,1136
270035040,HAM LAKE P-4,5040,HAM LAKE,65,26738,ANOKA,2,003,6,49,49A,02,10,00,,2,Accuvote,1543,308,1511,75,0,1586,4,976,584,0,0,1,10,4,3,3,1585,0,0,907,662,1,1570,0,0,932,572,1,1505
270035050,HAM LAKE P-5,5050,HAM LAKE,65,26738,ANOKA,2,003,6,49,49A,02,10,00,,2,Accuvote,1535,388,1592,84,0,1676,2,1053,608,0,0,0,6,0,5,1,1675,0,0,948,706,0,1654,0,0,966,603,0,1569
270035060,HAM LAKE P-6,5060,HAM LAKE,65,26738,ANOKA,2,003,6,49,49A,02,10,00,,2,Accuvote,1364,275,1348,75,6,1429,2,944,475,0,0,1,4,0,1,1,1428,0,0,845,560,1,1406,0,0,858,468,1,1327
270035210,HILLTOP P-1,5210,HILLTOP,70,29258,ANOKA,2,003,5,50,50A,04,10,00,,2,Accuvote,361,117,360,7,0,367,5,109,251,0,0,0,1,0,1,0,367,26,0,78,237,1,342,0,0,87,254,1,342
270035410,LEXINGTON P-1,5410,LEXINGTON,75,36836,ANOKA,2,003,6,53,53A,06,10,00,,2,Accuvote,976,286,963,25,1,989,3,438,522,0,0,0,11,4,9,1,988,0,0,428,542,1,971,0,0,415,510,3,928
270035610,LINO LAKES P-1,5610,LINO LAKES,80,37322,ANOKA,2,003,6,52,52A,06,10,00,,2,Accuvote,1095,178,1001,48,0,1049,2,577,457,0,0,2,8,0,2,0,1048,0,0,525,514,0,1039,0,0,593,404,0,997
270035620,LINO LAKES P-2,5620,LINO LAKES,80,37322,ANOKA,2,003,6,52,52A,06,10,00,,2,Accuvote,1402,339,1422,68,3,1493,0,795,688,0,1,1,3,1,4,0,1493,0,0,738,729,0,1467,0,0,805,596,1,1402
270035630,LINO LAKES P-3,5630,LINO LAKES,80,37322,ANOKA,2,003,6,53,53A,06,10,00,,2,Accuvote,1649,223,1583,64,0,1647,2,862,771,0,0,1,7,0,1,1,1645,0,0,776,852,0,1628,0,0,832,709,2,1543
270035640,LINO LAKES P-4,5640,LINO LAKES,80,37322,ANOKA,2,003,6,53,53A,06,10,00,,2,Accuvote,1954,261,1825,96,0,1921,1,1197,706,0,0,0,12,0,2,1,1919,0,0,1117,779,0,1896,0,0,1172,671,0,1843
270035650,LINO LAKES P-5,5650,LINO LAKES,80,37322,ANOKA,2,003,6,53,53A,06,10,00,,2,Accuvote,1296,175,1192,74,0,1268,1,711,543,0,0,1,8,0,3,0,1267,0,0,658,591,0,1249,0,0,660,543,0,1203
270035660,LINO LAKES P-6,5660,LINO LAKES,80,37322,ANOKA,2,003,6,53,53A,06,10,00,,2,Accuvote,2706,441,2568,199,2,2769,2,1732,1016,0,0,1,8,1,2,2,2764,0,0,1576,1152,0,2728,0,0,1663,970,1,2634
270035810,LINWOOD P-1,5810,LINWOOD,85,37376,ANOKA,2,003,6,52,52A,06,10,00,,2,Accuvote,2749,586,2719,100,0,2819,5,1621,1151,1,0,1,20,9,5,2,2815,0,0,1495,1295,1,2791,0,0,1556,1108,1,2665
270036010,OAK GROVE P-1,6010,OAK GROVE,90,47690,ANOKA,2,003,6,48,48A,02,10,00,,2,Accuvote,2565,556,2535,124,0,2659,2,1583,1039,0,0,1,17,6,6,2,2656,0,0,1439,1184,1,2624,0,0,1488,1091,1,2580
270036020,OAK GROVE P-2,6020,OAK GROVE,90,47690,ANOKA,2,003,6,48,48A,01,10,00,,2,Accuvote,1549,238,1436,77,0,1513,0,939,557,1,0,0,10,1,0,3,1511,0,0,881,614,1,1496,0,0,887,582,0,1469
270036210,RAMSEY W-1 P-1,6210,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,1,2,Accuvote,1684,534,1900,48,3,1951,2,1143,785,0,0,2,10,2,4,0,1948,0,0,1055,869,1,1925,0,0,1205,653,0,1858
270036220,RAMSEY W-1 P-2,6220,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,1,2,Accuvote,1388,193,1230,76,2,1308,1,782,513,0,0,1,5,4,1,0,1307,0,0,713,572,0,1285,0,0,790,440,1,1231
270036410,RAMSEY W-2 P-1,6410,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,2,2,Accuvote,1284,224,1262,81,2,1345,1,885,450,0,0,0,3,2,3,0,1344,0,0,797,528,0,1325,0,0,861,389,1,1251
270036420,RAMSEY W-2 P-2,6420,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,2,2,Accuvote,1540,235,1407,109,0,1517,1,911,592,0,0,2,4,0,4,0,1514,0,0,863,630,1,1494,0,0,893,524,2,1419
270036610,RAMSEY W-3 P-1,6610,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,3,2,Accuvote,1411,279,1351,84,0,1435,6,871,539,0,0,1,4,9,4,1,1435,0,0,782,628,1,1411,0,0,837,475,2,1314
270036620,RAMSEY W-3 P-2,6620,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,3,2,Accuvote,1073,233,997,45,0,1042,0,578,447,0,0,0,14,1,0,2,1042,0,0,525,505,2,1032,0,0,588,394,0,982
270036810,RAMSEY W-4 P-1,6810,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,4,2,Accuvote,1305,344,1331,64,0,1395,2,813,571,0,0,0,5,2,1,0,1394,0,0,732,644,2,1378,0,0,834,485,0,1319
270036820,RAMSEY W-4 P-2,6820,RAMSEY,95,53026,ANOKA,2,003,6,48,48B,01,10,00,4,2,Accuvote,1413,375,1483,83,0,1566,2,934,620,0,0,2,3,0,2,2,1565,0,0,866,673,2,1541,0,0,977,496,3,1476
270037010,SAINT FRANCIS P-1,7010,SAINT FRANCIS,106,56950,ANOKA,2,003,6,17,17A,01,10,00,,2,Accuvote,1831,675,1940,62,0,2002,3,1181,805,0,0,0,6,1,1,2,1999,0,0,1041,931,3,1975,0,0,1050,805,5,1860
270037020,SAINT FRANCIS P-2,7020,SAINT FRANCIS,106,56950,ANOKA,2,003,6,17,17A,01,10,00,,2,Accuvote,1154,502,1314,68,0,1382,3,839,523,0,1,0,10,1,1,4,1382,0,0,770,597,3,1370,0,0,774,523,3,1300
270037210,SPRING LAKE PARK P-1A,7210,SPRING LAKE PARK,110,61996,ANOKA,2,003,5,51,51B,03,10,00,,2,Accuvote,924,268,904,45,4,953,5,483,451,0,0,1,7,1,4,0,952,38,0,374,470,3,885,0,35,433,431,2,901
270037220,SPRING LAKE PARK P-2,7220,SPRING LAKE PARK,110,61996,ANOKA,2,003,5,51,51B,03,10,00,,2,Accuvote,1386,208,1264,69,0,1333,3,580,725,1,0,1,12,0,2,2,1326,41,0,491,705,3,1240,0,43,508,730,2,1283
270037230,SPRING LAKE PARK P-3,7230,SPRING LAKE PARK,110,61996,ANOKA,2,003,5,51,51B,03,10,00,,2,Accuvote,1481,338,1409,59,1,1469,2,609,835,0,0,2,11,2,4,1,1466,57,0,517,822,2,1398,0,37,534,842,2,1415
270050005,ATLANTA TWP.,5,ATLANTA TWP,5,2674,BECKER,3,005,7,02,02A,05,07,00,,1,Optech IV,66,6,50,1,0,51,0,22,26,0,0,1,0,0,0,0,49,0,0,10,41,0,51,0,0,20,29,0,49
270050010,AUDUBON,10,AUDUBON,9,2728,BECKER,3,005,7,02,02A,04,07,00,,1,Optech IV,213,57,207,11,0,218,0,132,83,0,0,1,2,0,0,0,218,0,0,60,147,0,207,0,0,89,118,0,207
270050015,AUDUBON TWP.,15,AUDUBON TWP,10,2746,BECKER,3,005,7,02,02A,04,07,00,,1,Optech IV,317,61,286,27,0,313,0,175,130,0,0,0,2,0,1,1,309,0,0,89,220,0,309,0,0,153,153,0,306
270050020,BURLINGTON TWP.,20,BURLINGTON TWP,20,8686,BECKER,3,005,7,02,02A,03,07,00,,1,Optech IV,740,168,553,59,0,780,0,520,237,0,0,0,6,2,4,1,770,0,0,282,473,1,756,0,0,413,328,1,742
270050025,CALLAWAY,25,CALLAWAY,24,9280,BECKER,3,005,7,02,02A,05,07,00,,3,Not Appli,91,36,104,1,0,105,0,48,55,0,0,0,1,0,0,0,104,0,0,21,82,0,103,0,0,30,73,0,103
270050030,CALLAWAY TWP.,30,CALLAWAY TWP,25,9298,BECKER,3,005,7,02,02A,05,07,00,,1,Optech IV,161,19,149,4,0,153,0,70,80,0,0,0,2,0,0,0,152,0,0,41,109,0,150,0,0,61,88,0,149
270050035,CARSONVILLE TWP.,35,CARSONVILLE TWP,35,10126,BECKER,3,005,7,02,02A,01,07,00,,1,Optech IV,145,26,129,19,0,148,1,79,66,0,0,0,0,0,0,0,146,0,0,42,100,0,142,0,0,61,76,1,138
270050040,CORMORANT TWP.,40,CORMORANT TWP,40,13294,BECKER,3,005,7,09,09B,05,07,00,,2,Optech 3P,700,99,588,85,0,673,1,373,288,0,0,0,8,0,1,0,671,0,0,228,436,0,664,0,0,240,424,0,664
270050045,CUBA TWP.,45,CUBA TWP,45,14230,BECKER,3,005,7,02,02A,05,07,00,,1,Optech IV,127,32,129,8,0,137,0,66,68,0,0,0,1,0,0,0,135,0,0,26,108,0,134,0,0,53,79,0,132
270050050,DETROIT TWP.,50,DETROIT TWP,52,15814,BECKER,3,005,7,02,02A,04,07,00,,2,Optech 3P,1326,135,1173,156,0,1329,1,809,489,0,0,2,13,0,0,0,1314,0,0,387,912,2,1301,0,0,668,606,0,1274
270050055,DETROIT LAKES W-1,55,DETROIT LAKES,55,15832,BECKER,3,005,7,09,09B,04,07,00,1,2,Optech 3P,1139,337,1031,76,0,1107,1,624,461,1,0,4,6,0,0,2,1099,0,0,335,746,2,1083,0,0,431,638,2,1071
270050065,DETROIT LAKES W-2,65,DETROIT LAKES,55,15832,BECKER,3,005,7,09,09B,02,07,00,2,2,Optech 3P,1572,308,1276,210,4,1490,3,780,667,1,0,2,10,2,3,0,1468,0,0,394,1041,1,1436,0,0,524,890,0,1414
270050075,DETROIT LAKES W-3,75,DETROIT LAKES,55,15832,BECKER,3,005,7,09,09B,02,07,00,3,2,Optech 3P,1539,287,1246,233,0,1479,3,859,574,0,0,1,13,0,2,0,1452,0,0,474,956,2,1432,0,0,604,811,1,1416
270050082,EAGLE VIEW TWP.,82,EAGLE VIEW TWP,57,17455,BECKER,3,005,7,02,02A,01,07,00,,1,Optech IV,114,10,85,8,0,93,0,37,54,1,0,0,0,0,0,0,92,0,0,24,66,0,90,0,0,34,55,0,89
270050085,ERIE TWP.,85,ERIE TWP,60,19646,BECKER,3,005,7,02,02A,03,07,00,,2,Optech 3P,1015,178,887,94,0,981,0,645,306,0,0,0,11,4,3,2,971,0,0,358,598,0,956,0,0,515,414,1,930
270050090,EVERGREEN TWP.,90,EVERGREEN TWP,65,20006,BECKER,3,005,7,10,10B,01,07,00,,1,Optech IV,149,25,126,12,0,163,2,101,48,0,0,0,0,0,0,0,151,0,0,59,98,0,157,0,0,99,56,0,155
270050095,FOREST TWP.,95,FOREST TWP,68,21671,BECKER,3,005,7,02,02A,01,07,00,,1,Optech IV,86,2,56,19,0,75,0,37,37,0,0,0,0,1,0,0,75,0,0,24,51,0,75,0,0,34,38,0,72
270050100,FRAZEE,100,FRAZEE,70,22472,BECKER,3,005,7,02,02A,03,07,00,,1,Optech IV,565,131,493,47,1,541,1,361,157,0,0,0,11,0,1,0,531,0,0,160,361,0,521,0,0,239,272,0,511
270050105,GREEN VALLEY TWP.,105,GREEN VALLEY TWP,80,25820,BECKER,3,005,7,10,10B,01,07,00,,1,Optech IV,192,25,161,10,0,170,0,84,82,0,0,2,1,0,0,0,169,0,0,53,113,0,166,0,0,74,81,0,155
270050110,HAMDEN TWP.,110,HAMDEN TWP,85,26684,BECKER,3,005,7,02,02A,05,07,00,,1,Optech IV,148,18,134,8,0,142,1,82,57,0,1,0,0,0,1,0,142,0,0,27,111,0,138,0,0,57,78,0,135
270050115,HEIGHT OF LAND TWP.,115,HEIGHT OF LAND TWP,90,28250,BECKER,3,005,7,02,02A,01,07,00,,1,Optech IV,406,56,316,22,0,394,0,268,119,0,0,0,1,0,1,0,389,0,0,141,247,1,389,0,0,218,164,0,382
270050120,HOLMESVILLE TWP.,120,HOLMESVILLE TWP,95,29816,BECKER,3,005,7,02,02A,03,07,00,,1,Optech IV,287,58,276,26,0,302,1,197,94,0,0,0,2,3,1,0,298,0,0,101,196,1,298,0,0,164,125,1,290
270050125,LAKE EUNICE TWP.,125,LAKE EUNICE TWP,100,34298,BECKER,3,005,7,09,09B,05,07,00,,2,Optech 3P,821,151,736,97,0,833,0,503,310,0,0,0,3,7,1,2,826,0,0,274,538,0,812,0,0,337,471,2,810
270050130,LAKE PARK,130,LAKE PARK,104,34784,BECKER,3,005,7,02,02A,05,07,00,,1,Optech IV,397,117,252,16,0,385,0,195,178,0,0,0,3,0,0,2,378,0,0,96,276,0,372,0,0,119,248,0,367
270050135,LAKE PARK TWP.,135,LAKE PARK TWP,105,34802,BECKER,3,005,7,02,02A,05,07,00,,1,Optech IV,268,44,195,26,0,265,0,137,125,0,0,1,1,0,0,0,264,0,0,73,188,0,261,0,0,106,145,0,251
270050140,LAKE VIEW TWP.,140,LAKE VIEW TWP,115,35144,BECKER,3,005,7,09,09B,02,07,00,,2,Optech 3P,1114,188,990,127,0,1117,2,683,397,1,0,0,6,2,3,1,1095,0,0,329,750,1,1080,0,0,504,568,1,1073
270050145,MAPLE GROVE TWP.,145,MAPLE GROVE TWP,120,40130,BECKER,3,005,7,02,02A,03,07,00,,3,Not Appli,207,42,186,10,2,198,0,76,119,0,0,0,1,0,0,0,196,0,0,35,158,0,193,0,0,54,138,0,192
270050150,OGEMA,150,OGEMA,125,48130,BECKER,3,005,7,02,02A,05,07,00,,1,Optech IV,83,9,67,1,0,68,0,31,35,0,0,0,2,0,0,0,68,0,0,15,52,0,67,0,0,17,49,0,66
270050155,OSAGE TWP.,155,OSAGE TWP,130,48778,BECKER,3,005,7,02,02A,01,07,00,,1,Optech IV,462,76,427,29,0,456,0,273,168,0,1,0,4,1,1,0,448,0,0,149,284,1,434,0,0,224,198,0,422
