FIPS_VTD,PRECINCT NAME,WD,CG,LEG,CM,S DST,S1,S2,C,V,MCD NAME        ,JD,TC,ME,MCD,PRCT,CC,COVTD,7am ,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresR,PresDFL,PresG,PresCP,PresOther,PresLib,PresRP,PresRPM,PresSWP,USSenR,USSenDFL,USSenInd,USSenOther,USSenCP,USSenSWP,USSenLib,USSenGRP,CONG_DIST,CongR,CongDFL,CongInd,CongOther,CongCP,CongLib,MNSenR,MNSenDFL,MNSenInd,MNSenCP,MNSenNP,MNLegR,MNLegDFL,MNLegInd,MNLegCP,MNLegLib,MNLegG
2300300,ST CLOUD CITY W3 P2    ,0,7,16B,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0300,73,730300,959,160,762,79,0,0,841,368,376,50,0,25,4,1,20,0,345,403,50,20,6,3,4,7,7,205,574,0,18,18,0,450,344,0,0,0,487,313,0,0,0,0
2300305,ST CLOUD CITY W3 P3    ,0,7,16B,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0305,73,730305,663,80,496,29,0,0,525,244,228,35,0,8,0,0,8,0,227,248,32,5,3,0,1,1,7,143,350,0,12,12,0,300,208,0,0,0,323,179,0,0,0,0
2300310,ST CLOUD CITY W3 P4    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0310,73,730310,1247,181,960,32,0,0,992,438,456,63,0,19,4,0,15,0,389,492,74,20,6,6,1,7,7,230,689,0,20,20,0,490,459,0,0,0,246,550,148,0,0,0
2300315,ST CLOUD CITY W3 P5    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0315,73,730315,538,65,394,13,0,0,407,191,183,21,0,5,0,0,5,0,174,190,25,6,3,0,0,3,7,99,279,0,10,10,0,213,173,0,0,0,103,215,66,0,0,0
2300320,ST CLOUD CITY W3 P6    ,0,7,16B,4,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0320,73,730320,1036,87,851,69,0,0,920,510,338,42,0,4,1,0,3,0,464,352,59,15,4,6,3,2,7,314,542,0,10,10,0,542,338,0,0,0,611,266,0,0,0,0
2300325,ST CLOUD CITY W3 P7    ,0,7,16B,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0325,73,730325,1004,162,782,47,0,0,829,345,395,54,1,22,2,0,20,0,331,407,49,19,3,7,1,8,7,212,546,0,24,24,0,416,370,0,0,0,467,309,0,0,0,0
2300327,ST CLOUD CITY W3 P8    ,3,7,16B,4,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0327,73,730327,1311,328,952,42,1,1,996,462,448,56,2,9,1,1,7,0,404,482,62,27,3,8,4,12,7,298,600,0,38,38,0,511,434,0,0,0,575,359,0,0,0,0
2300330,ST CLOUD CITY W4 P1    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0330,73,730330,292,64,223,10,0,0,233,73,120,25,1,5,2,0,3,0,74,118,16,17,2,5,1,9,7,45,159,0,10,10,0,88,132,0,0,0,48,126,42,0,0,0
2300335,ST CLOUD CITY W4 P2    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0335,73,730335,543,104,412,15,1,0,428,172,185,60,0,6,1,0,5,0,166,194,41,22,2,4,2,14,7,107,280,0,16,16,0,212,202,0,0,0,117,203,92,0,0,0
2300340,ST CLOUD CITY W4 P3    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0340,73,730340,564,65,458,20,0,0,478,185,239,40,1,4,1,1,2,0,171,252,36,11,1,3,0,7,7,125,320,0,10,10,0,229,233,0,0,0,104,286,68,0,0,0
2300345,ST CLOUD CITY W4 P4    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0345,73,730345,639,148,475,20,0,0,495,183,230,61,1,14,3,1,10,0,183,238,37,23,4,4,2,13,7,133,302,0,14,14,0,228,243,0,0,0,131,251,90,0,0,0
2300350,ST CLOUD CITY W4 P5    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0350,73,730350,801,123,654,48,0,0,702,316,314,49,1,11,1,1,9,0,305,320,55,11,1,4,2,4,7,199,448,0,24,24,0,376,298,0,0,0,196,354,123,0,0,0
2300355,ST CLOUD CITY W4 P6    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0355,73,730355,1102,97,903,49,0,0,952,415,448,57,1,15,5,1,9,0,74,491,51,13,3,2,1,7,7,275,585,0,30,30,0,498,417,0,0,0,253,517,138,0,0,0
2300360,ST CLOUD CITY W4 P7    ,0,7,16A,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0360,73,730360,1672,337,1357,80,0,0,1437,707,613,83,1,17,6,3,8,0,653,630,92,36,4,16,3,13,7,439,895,0,33,33,0,830,558,0,0,0,431,723,226,0,0,0
2300365,ST CLOUD CITY W5 P1    ,5,7,16B,2,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0365,73,730365,2405,278,2044,104,0,0,2148,1084,934,80,1,31,3,5,23,0,1000,981,109,27,3,10,3,11,7,611,1406,0,41,41,0,1181,891,0,0,0,1306,775,0,0,0,0
2300366,ST CLOUD CITY W5 P2    ,5,7,16B,1,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0366,73,730366,361,81,278,14,0,0,292,117,141,23,0,3,0,0,3,0,98,159,17,8,1,4,0,3,7,63,199,0,6,6,0,128,142,0,0,0,128,140,0,0,0,0
2300367,ST CLOUD CITY W6 P1    ,6,7,16B,4,74200,0,0,N,O,ST. CLOUD CITY                ,7,C,N,230,0367,73,730367,2406,413,2141,134,1,0,2276,1264,831,115,1,32,7,3,20,2,1225,836,137,47,7,12,5,23,7,799,1431,0,42,42,0,1369,830,0,0,0,1517,690,0,0,0,0
2390380,ST JOSEPH CITY P1      ,0,7,14A,3,74200,0,0,N,O,ST. JOSEPH CITY               ,7,C,N,239,0380,73,730380,458,125,370,7,0,0,377,137,183,48,0,6,1,0,5,0,145,181,25,15,1,6,2,6,7,94,237,0,6,6,0,171,181,0,0,0,281,0,0,0,0,0
2390385,ST JOSEPH CITY P2      ,0,7,14A,3,74200,0,0,N,O,ST. JOSEPH CITY               ,7,C,N,239,0385,73,730385,1120,333,1195,31,0,1,1227,537,554,99,2,17,2,0,15,0,484,595,84,27,3,12,1,11,7,295,791,0,21,21,0,541,591,0,0,0,940,0,0,0,0,0
2390386,ST JOSEPH CITY P3      ,0,7,14A,3,74200,0,0,N,O,ST. JOSEPH CITY               ,7,C,N,239,0386,73,730386,1168,896,1212,7,0,0,1219,390,685,126,0,4,0,1,3,0,364,660,63,42,1,23,1,17,7,231,630,0,10,10,0,407,622,0,0,0,786,0,0,0,0,0
2400390,ST JOSEPH TWP          ,0,7,14A,3,75000,0,0,N,O,ST. JOSEPH TOWNSHIP           ,7,T,N,240,0390,73,730390,1171,193,973,40,0,0,1013,540,387,61,0,22,6,0,14,2,514,388,72,24,5,4,3,12,7,284,657,0,22,22,0,604,368,0,0,0,845,0,0,0,0,0
2480399,ST MARTIN CITY         ,0,7,14B,5,74500,0,0,N,P,ST. MARTIN CITY               ,7,C,N,248,0399,73,730399,167,17,128,1,0,0,129,94,20,4,1,9,0,1,8,0,87,29,5,3,0,1,1,1,7,47,72,0,4,4,0,94,31,0,0,0,104,24,0,0,0,0
2500400,ST MARTIN TWP          ,0,7,14B,5,74100,0,0,N,P,ST. MARTIN TOWNSHIP           ,7,T,N,250,0400,73,730400,247,26,215,5,0,0,220,151,41,11,0,16,0,0,16,0,137,67,12,2,1,1,0,0,7,56,155,0,4,4,0,174,44,0,0,0,169,45,0,0,0,0
2530404,ST ROSA CITY           ,0,7,11B,5,74000,0,0,N,P,ST. ROSA CITY                 ,7,C,Y,253,0404,73,730404,54,3,38,2,0,0,40,28,8,0,0,4,0,0,4,0,26,13,1,0,0,0,0,0,7,12,27,0,0,0,0,14,25,0,0,0,13,26,0,0,0,0
2550405,ST STEPHEN CITY        ,0,7,14A,2,73800,0,0,N,P,ST. STEPHEN CITY              ,7,C,N,255,0405,73,730405,497,75,418,13,0,0,431,277,128,9,0,15,0,0,15,0,247,156,15,8,3,1,0,4,7,139,265,0,12,12,0,283,138,0,0,0,383,0,0,0,0,0
2600410,ST WENDEL TWP          ,0,7,14A,2,74500,0,0,N,P,ST. WENDEL TOWNSHIP           ,7,T,N,260,0410,73,730410,1353,131,1070,45,0,0,1115,598,426,60,1,27,1,1,25,0,577,446,60,20,5,3,2,10,7,308,748,0,23,23,0,630,452,0,0,0,929,0,0,0,0,0
2620416,SARTELL CITY P1        ,0,7,14A,2,74200,0,0,Y,O,SARTELL CITY                  ,7,C,N,262,0416,73,730416,2062,473,1807,91,0,0,1898,1050,750,68,1,15,1,2,12,0,939,787,127,21,6,10,1,4,7,628,1148,0,41,41,0,1085,720,0,0,0,1536,0,0,0,0,0
2620418,SARTELL CITY P3        ,0,7,14A,2,74800,0,0,Y,O,SARTELL CITY                  ,7,C,N,262,0418,73,730418,1937,415,1697,85,0,1,1783,983,685,78,1,20,8,1,10,1,888,727,105,32,4,9,8,11,7,614,1061,0,26,26,0,1070,637,0,0,0,1484,0,0,0,0,0
2650420,SAUK CENTRE CITY       ,0,7,10B,5,74300,0,0,N,O,SAUK CENTRE CITY              ,7,C,N,265,0420,73,730420,2063,304,1627,133,0,0,1760,940,675,54,5,57,0,2,55,0,882,756,63,25,7,7,1,10,7,553,1084,0,36,36,0,755,906,0,0,0,1406,0,0,0,0,0
2700430,SAUK CENTRE TWP        ,0,7,10B,5,74000,0,0,N,P,SAUK CENTRE TOWNSHIP          ,7,T,N,270,0430,73,730430,569,60,444,16,0,0,460,293,122,24,1,14,2,0,12,0,281,154,19,6,3,0,0,3,7,194,250,0,11,11,0,251,201,0,0,0,379,0,0,0,0,0
2730434,SPRING HILL CITY       ,0,7,14B,5,74000,0,0,N,P,SPRING HILL CITY              ,7,C,N,273,0434,73,730434,60,2,39,1,0,0,40,21,12,3,0,3,0,0,2,1,31,8,0,0,0,0,0,0,7,13,27,0,0,0,0,33,7,0,0,0,35,5,0,0,0,0
2750435,SPRING HILL TWP        ,0,7,14B,5,74100,0,0,N,P,SPRING HILL TOWNSHIP          ,7,T,N,275,0435,73,730435,210,17,157,0,0,1,158,115,22,12,0,9,0,1,8,0,100,53,4,1,0,0,0,1,7,45,112,0,1,1,0,129,29,0,0,0,132,24,0,0,0,0
2800440,WAITE PARK CITY P1     ,0,7,16B,2,74200,0,0,N,O,WAITE PARK CITY               ,7,C,N,280,0440,73,730440,1174,249,995,28,0,0,1023,458,466,75,2,14,0,1,13,0,424,502,55,28,6,8,3,11,7,250,704,0,24,24,0,511,463,0,0,0,553,430,0,0,0,0
2800441,WAITE PARK CITY P2     ,0,7,16B,2,74200,0,0,N,O,WAITE PARK CITY               ,7,C,N,280,0441,73,730441,1930,579,1506,80,0,0,1586,696,748,97,1,30,7,2,20,1,643,789,84,38,4,14,7,13,7,423,1043,0,37,37,0,786,710,0,0,0,912,585,0,0,0,0
2800442,WAITE PARK CITY P3     ,0,7,16B,4,74200,0,0,N,O,WAITE PARK CITY               ,7,C,N,280,0442,73,730442,139,30,142,3,0,0,145,77,49,9,0,10,0,0,10,0,86,50,6,3,1,1,0,1,7,49,88,0,4,4,0,88,48,0,0,0,101,36,0,0,0,0
2850445,WAKEFIELD TWP          ,0,7,14B,3,46300,0,0,N,O,WAKEFIELD TOWNSHIP            ,7,T,N,285,0445,73,730445,1707,197,1415,82,0,0,1497,838,518,81,5,23,1,1,21,0,816,540,78,36,10,9,2,15,7,456,948,0,34,34,0,985,466,0,0,0,1161,295,0,0,0,0
2900450,ZION TWP               ,0,7,14B,5,74100,0,0,N,P,ZION TOWNSHIP                 ,7,T,N,290,0450,73,730450,219,16,164,3,0,0,167,100,43,11,0,12,0,0,12,0,95,61,9,1,1,0,0,0,7,45,112,0,8,8,0,118,47,0,0,0,112,54,0,0,0,0
0050005,AURORA TWP.            ,0,1,28B,2,76100,0,0,N,O,AURORA TOWNSHIP               ,3,T,N,005,0005,74,740005,335,51,290,18,0,0,308,176,110,10,2,7,0,0,6,1,171,113,10,12,3,4,0,5,1,196,99,0,8,0,8,213,88,0,0,0,265,0,0,0,0,0
0100010,BERLIN TWP.            ,0,1,28B,1,16800,0,0,N,O,BERLIN TOWNSHIP               ,3,T,N,010,0010,74,740010,272,31,233,7,0,0,240,141,89,4,0,5,0,0,4,1,134,92,10,4,0,2,1,1,1,156,75,0,4,0,4,139,94,0,0,0,207,0,0,0,0,0
0140015,BLOOMING PRAIRIE       ,0,1,28B,2,75600,0,0,N,O,BLOOMING PRAIRIE CITY         ,3,C,N,014,0015,74,740015,1094,208,907,71,0,0,978,353,558,30,3,14,1,3,10,0,355,563,30,16,1,7,1,7,1,490,459,0,17,0,17,478,472,0,0,0,822,0,0,0,0,0
0150020,BLOOMING PRAIRIE TWP.  ,0,1,28B,2,75600,0,0,N,O,BLOOMING PRAIRIE TOWNSHIP     ,3,T,N,015,0020,74,740020,281,43,242,15,0,0,257,124,117,9,0,3,1,0,2,0,112,125,9,8,3,1,1,3,1,142,106,0,6,0,6,144,109,0,0,0,215,0,0,0,0,0
0250025,CLINTON FALLS TWP.     ,0,1,28A,1,76300,0,0,N,O,CLINTON FALLS TOWNSHIP        ,3,T,N,025,0025,74,740025,258,45,224,16,0,0,240,133,79,21,1,1,0,0,1,0,133,86,15,5,1,2,0,2,1,150,79,0,7,0,7,155,80,0,0,0,131,106,0,0,0,0
0300030,DEERFIELD TWP.         ,0,1,28A,1,76300,0,0,N,O,DEERFIELD TOWNSHIP            ,3,T,N,030,0030,74,740030,309,34,264,10,0,0,274,159,93,18,0,3,0,0,3,0,155,96,19,4,1,1,0,2,1,180,84,0,5,0,5,171,96,0,0,0,166,97,0,0,0,0
0350035,ELLENDALE              ,0,1,28B,1,16800,0,0,N,O,ELLENDALE CITY                ,3,C,N,035,0035,74,740035,369,54,282,14,0,0,296,128,151,10,0,5,0,0,5,0,122,152,12,6,1,2,1,2,1,170,116,0,6,0,6,133,155,0,0,0,247,0,0,0,0,0
0400040,HAVANA TWP.            ,0,1,28B,1,76100,0,0,N,O,HAVANA TOWNSHIP               ,3,T,N,040,0040,74,740040,349,33,295,11,0,0,306,180,112,9,1,4,0,0,4,0,180,104,10,7,0,4,0,3,1,205,94,0,4,0,4,215,84,0,0,0,266,0,0,0,0,0
0450045,LEMOND TWP.            ,0,1,28B,1,16800,0,0,N,O,LEMOND TOWNSHIP               ,3,T,N,045,0045,74,740045,286,41,243,11,0,0,254,141,84,20,0,6,0,0,5,1,145,89,15,3,0,0,0,3,1,162,81,0,5,0,5,162,82,0,0,0,217,0,0,0,0,0
0490050,MEDFORD                ,0,1,28B,1,76300,0,0,N,O,MEDFORD CITY                  ,3,C,N,049,0050,74,740050,546,95,467,18,0,0,485,244,210,18,0,8,0,0,8,0,222,216,31,9,1,1,1,6,1,277,184,0,15,0,15,283,190,0,0,0,418,0,0,0,0,0
0500055,MEDFORD TWP.           ,0,1,28B,1,76300,0,0,N,O,MEDFORD TOWNSHIP              ,3,T,N,050,0055,74,740055,315,58,270,10,0,0,280,158,101,15,0,4,0,0,3,1,154,99,10,13,5,1,1,6,1,171,100,0,10,0,10,168,106,0,0,0,236,0,0,0,0,0
0600060,MERIDEN TWP.           ,0,1,28A,1,76100,0,0,N,O,MERIDEN TOWNSHIP              ,3,T,N,060,0060,74,740060,369,52,330,10,0,0,340,173,144,10,1,4,0,2,2,0,181,135,12,4,3,0,0,1,1,206,123,0,5,0,5,211,119,0,0,0,173,157,0,0,0,0
0650065,MERTON TWP.            ,0,1,28B,1,17200,0,0,N,O,MERTON TOWNSHIP               ,3,T,N,065,0065,74,740065,233,23,187,8,0,0,195,94,77,13,0,5,0,0,5,0,97,79,13,6,2,3,0,1,1,111,77,0,5,0,5,122,68,0,0,0,165,0,0,0,0,0
0700070,OWATONNA W-1 P-1       ,0,1,28A,5,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0070,74,740070,1274,136,985,64,0,0,1049,570,421,41,2,6,0,0,6,0,544,410,58,24,9,5,0,10,1,633,377,0,16,0,16,694,332,0,0,0,578,448,0,0,0,0
0700075,OWATONNA W-1 P-2       ,0,1,28A,2,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0075,74,740075,1485,273,1333,93,1,0,1427,745,616,44,3,11,3,0,8,0,688,638,67,17,2,7,1,7,1,824,566,0,9,0,9,929,462,0,0,0,768,635,0,0,0,0
0700085,OWATONNA W-2 P-1       ,0,1,28A,4,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0085,74,740085,1153,168,959,82,0,0,1041,580,402,36,0,13,1,1,11,0,554,416,46,13,2,4,1,6,1,651,355,0,14,0,14,694,319,0,0,0,556,470,0,0,0,0
0700090,OWATONNA W-2 P-2       ,0,1,28A,4,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0090,74,740090,1602,289,1330,130,3,0,1463,758,596,80,0,18,5,0,13,0,707,612,85,31,5,6,6,14,1,879,520,0,28,0,28,932,492,0,0,0,759,671,0,0,0,0
0700100,OWATONNA W-3 P-1       ,0,1,28A,3,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0100,74,740100,788,210,612,36,0,0,648,267,321,38,0,10,1,0,8,1,264,309,39,24,0,6,3,15,1,321,285,0,21,0,21,330,287,0,0,0,315,311,0,0,0,0
0700105,OWATONNA W-3 P-2       ,0,1,28A,3,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0105,74,740105,1059,215,935,2,1,0,938,436,440,36,0,9,3,2,4,0,429,410,49,31,3,9,5,14,1,504,388,0,16,0,16,560,347,0,0,0,478,437,0,0,0,0
0700115,OWATONNA W-4 P-1       ,0,1,28A,5,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0115,74,740115,1077,145,857,54,1,0,912,453,381,58,1,13,2,0,11,0,439,396,43,21,4,10,3,4,1,519,350,0,21,0,21,572,318,0,0,0,449,446,0,0,0,0
0700120,OWATONNA W-4 P-2       ,0,1,28A,5,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0120,74,740120,1242,162,900,144,0,0,1044,521,450,36,6,10,1,0,9,0,491,456,47,23,2,10,1,10,1,603,381,0,17,0,17,657,344,0,0,0,537,483,0,0,0,0
0700130,OWATONNA W-5 P-1       ,0,1,28A,3,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0130,74,740130,1388,289,1184,70,0,0,1254,668,489,59,1,27,1,4,22,0,662,461,73,38,1,18,5,14,1,744,460,0,23,0,23,797,425,0,0,0,694,530,0,0,0,0
0700135,OWATONNA W-5 P-2       ,0,1,28A,4,76100,0,0,N,O,OWATONNA CITY                 ,3,C,N,070,0135,74,740135,972,276,961,31,1,0,993,519,409,43,1,17,6,0,10,1,496,427,35,29,16,5,2,6,1,573,390,0,16,0,16,607,369,0,0,0,507,474,0,0,0,0
0750145,OWATONNA TWP.          ,0,1,28A,2,76100,0,0,N,O,OWATONNA TOWNSHIP             ,3,T,N,075,0145,74,740145,412,61,351,22,0,0,373,198,147,11,0,11,0,1,10,0,196,155,15,3,0,0,1,2,1,238,128,0,3,0,3,257,108,0,0,0,175,194,0,0,0,0
0800150,SOMERSET TWP.          ,0,1,28B,1,16800,0,0,N,O,SOMERSET TOWNSHIP             ,3,T,N,080,0150,74,740150,460,70,404,10,0,0,414,207,179,19,0,8,0,1,7,0,203,184,15,8,2,3,1,2,1,240,166,0,5,0,5,251,156,0,0,0,322,0,0,0,0,0
0850155,SUMMIT TWP.            ,0,1,28B,2,16800,0,0,N,O,SUMMIT TOWNSHIP               ,3,T,N,085,0155,74,740155,251,33,227,9,0,0,236,97,124,9,0,2,0,0,2,0,98,123,9,6,1,3,0,2,1,128,101,0,4,0,4,116,115,0,0,0,191,0,0,0,0,0
0050005,ALBERTA                ,0,7,13A,2,77100,0,0,N,P,ALBERTA CITY                  ,8,C,N,005,0005,75,750005,80,9,64,4,0,0,68,35,29,3,0,1,0,0,1,0,34,27,6,1,1,0,0,0,7,17,49,0,2,2,0,32,24,11,0,0,47,15,6,0,0,0
0100010,BAKER TWP.             ,0,7,13A,3,77100,0,0,N,P,BAKER TOWNSHIP                ,8,T,N,010,0010,75,750010,89,11,85,9,0,0,94,53,34,2,0,5,0,0,5,0,51,36,5,1,0,0,0,1,7,37,54,0,0,0,0,67,15,12,0,0,71,12,10,0,0,0
0150015,CHOKIO                 ,0,7,13A,3,77100,0,0,N,P,CHOKIO CITY                   ,8,C,N,015,0015,75,750015,320,37,262,19,0,0,281,139,123,9,0,7,0,1,6,0,118,129,17,3,0,1,0,2,7,62,201,0,7,7,0,166,51,61,0,0,196,35,44,0,0,0
0200020,DARNEN TWP.            ,0,7,13A,5,76900,0,0,N,P,DARNEN TOWNSHIP               ,8,T,N,020,0020,75,750020,198,23,178,5,0,0,183,138,35,4,0,4,1,0,2,1,127,48,7,1,0,0,1,0,7,85,89,0,5,5,0,118,28,35,0,0,151,16,16,0,0,0
0240025,DONNELLY               ,0,7,13A,2,76900,0,0,N,P,DONNELLY CITY                 ,8,C,N,024,0025,75,750025,164,27,147,3,0,0,150,77,63,6,0,3,0,0,3,0,69,64,8,6,1,4,1,0,7,44,96,0,3,3,0,77,29,43,0,0,101,28,20,0,0,0
0250030,DONNELLY TWP.          ,0,7,13A,2,77100,0,0,N,P,DONNELLY TOWNSHIP             ,8,T,N,025,0030,75,750030,84,5,69,4,0,0,73,37,31,4,0,1,0,1,0,0,34,36,3,0,0,0,0,0,7,29,43,0,0,0,0,39,15,19,0,0,51,16,6,0,0,0
0350035,ELDORADO TWP.          ,0,7,13A,2,77100,0,0,N,P,ELDORADO TOWNSHIP             ,8,T,N,035,0035,75,750035,69,5,53,8,0,0,61,38,19,2,0,0,0,0,0,0,39,22,0,0,0,0,0,0,7,14,47,0,0,0,0,45,12,4,0,0,47,8,6,0,0,0
0400040,EVERGLADE TWP.         ,0,7,13A,2,77100,0,0,N,P,EVERGLADE TOWNSHIP            ,8,T,N,040,0040,75,750040,71,9,60,6,0,0,66,32,27,3,0,3,1,0,2,0,22,41,3,0,0,0,0,0,7,9,54,0,1,1,0,43,14,8,0,0,46,14,5,0,0,0
0450045,FRAMNAS TWP.           ,0,7,13A,4,76900,0,0,N,P,FRAMNAS TOWNSHIP              ,8,T,N,045,0045,75,750045,195,22,171,13,0,0,184,108,60,9,0,6,0,0,6,0,98,76,9,1,0,0,1,0,7,54,126,0,1,1,0,104,31,46,0,0,127,22,33,0,0,0
0500050,HANCOCK                ,0,7,13A,3,76800,0,0,N,P,HANCOCK CITY                  ,8,C,N,050,0050,75,750050,457,60,342,19,0,0,361,184,154,14,0,4,1,1,2,0,166,162,23,7,2,3,2,0,7,112,226,0,12,12,0,178,76,100,0,0,250,56,52,0,0,0
0550055,HODGES TWP.            ,0,7,13A,4,76900,0,0,N,P,HODGES TOWNSHIP               ,8,T,N,055,0055,75,750055,172,15,148,7,0,0,155,108,40,5,0,2,0,0,2,0,98,48,4,3,2,0,0,1,7,64,85,0,5,5,0,108,20,27,0,0,125,16,14,0,0,0
0600060,HORTON TWP.            ,0,7,13A,3,77100,0,0,N,P,HORTON TOWNSHIP               ,8,T,N,060,0060,75,750060,123,14,111,9,0,0,120,108,5,4,0,3,0,0,2,1,100,17,3,0,0,0,0,0,7,57,63,0,0,0,0,101,7,12,0,0,112,6,2,0,0,0
0650065,MOORE TWP.             ,0,7,13A,3,76900,0,0,N,P,MOORE TOWNSHIP                ,8,T,N,065,0065,75,750065,159,17,127,8,0,0,135,116,12,2,0,4,0,1,3,0,109,16,9,0,0,0,0,0,7,78,51,0,1,1,0,117,7,9,0,0,123,5,7,0,0,0
0700072,MORRIS W-1 P-A         ,0,7,13A,5,76900,0,0,N,O,MORRIS CITY                   ,8,C,N,070,0072,75,750072,491,125,404,27,0,0,431,151,221,50,1,6,0,0,5,1,152,236,30,7,1,5,0,1,7,89,304,0,10,10,0,153,123,142,0,0,210,91,122,0,0,0
0700073,MORRIS W-1 P-B         ,0,7,13A,5,76900,0,0,N,O,MORRIS CITY                   ,8,C,N,070,0073,75,750073,521,69,394,36,0,0,430,192,215,14,1,4,1,1,2,0,157,239,22,10,2,3,1,4,7,124,290,0,5,5,0,182,98,146,0,0,229,88,109,0,0,0
0700075,MORRIS W-2 P-A         ,0,7,13A,1,76900,0,0,N,O,MORRIS CITY                   ,8,C,N,070,0075,75,750075,704,161,514,17,0,0,531,191,267,65,0,5,1,1,2,1,192,283,28,16,0,9,0,7,7,138,336,0,10,10,0,185,192,123,0,0,246,158,103,0,0,0
0700076,MORRIS W-2 P-B         ,0,7,13A,1,76900,0,0,N,O,MORRIS CITY                   ,8,C,N,070,0076,75,750076,1127,228,666,1,0,0,667,196,348,112,0,7,1,2,4,0,216,348,42,30,3,13,3,11,7,144,368,0,23,23,0,149,249,157,0,0,177,209,174,0,0,0
0700080,MORRIS W-3             ,0,7,13A,4,76900,0,0,N,O,MORRIS CITY                   ,8,C,N,070,0080,75,750080,1106,211,944,66,0,0,1010,455,476,52,1,9,0,0,8,1,437,486,37,25,5,4,2,14,7,308,628,0,15,15,0,465,250,253,0,0,622,200,162,0,0,0
0750085,MORRIS TWP.            ,0,7,13A,2,76900,0,0,N,P,MORRIS TOWNSHIP               ,8,T,N,075,0085,75,750085,289,35,245,21,0,0,266,159,85,14,1,7,1,0,6,0,140,107,16,1,1,0,0,0,7,88,170,0,0,0,0,125,61,77,0,0,195,29,40,0,0,0
0800090,PEPPERTON TWP.         ,0,7,13A,2,77100,0,0,N,P,PEPPERTON TOWNSHIP            ,8,T,N,080,0090,75,750090,80,13,82,1,0,0,83,48,27,6,0,2,1,0,1,0,36,38,6,3,0,0,1,2,7,22,56,0,3,3,0,39,21,22,0,0,70,8,4,0,0,0
0850095,RENDSVILLE TWP.        ,0,7,13A,2,76900,0,0,N,P,RENDSVILLE TOWNSHIP           ,8,T,N,085,0095,75,750095,108,8,92,12,0,0,104,60,36,6,0,2,0,0,2,0,55,34,12,1,0,0,0,1,7,38,60,0,1,1,0,61,21,21,0,0,77,11,14,0,0,0
0900100,SCOTT TOWNSHIP         ,0,7,13A,2,77100,0,0,N,P,SCOTT TOWNSHIP                ,8,T,N,090,0100,75,750100,99,6,80,6,0,0,86,49,34,2,0,1,0,0,1,0,45,37,2,1,1,0,0,0,7,19,59,0,2,2,0,45,16,23,0,0,59,14,10,0,0,0
0950105,STEVENS TWP.           ,0,7,13A,3,85300,0,0,N,P,STEVENS TOWNSHIP              ,8,T,N,095,0105,75,750105,59,11,59,1,0,0,60,30,28,1,0,1,0,0,1,0,29,31,0,0,0,0,0,0,7,10,45,0,0,0,0,40,14,6,0,0,41,11,8,0,0,0
1000110,SWAN LAKE TWP.         ,0,7,13A,2,76900,0,0,N,P,SWAN LAKE TOWNSHIP            ,8,T,N,100,0110,75,750110,153,13,137,0,1,0,138,95,39,1,0,3,1,0,2,0,88,45,4,1,0,0,0,1,7,58,75,0,1,1,0,81,22,35,0,0,108,14,16,0,0,0
1050115,SYNNES TWP.            ,0,7,13A,3,85300,0,0,N,P,SYNNES TOWNSHIP               ,8,T,N,105,0115,75,750115,64,8,57,4,0,0,61,32,26,3,0,0,0,0,0,0,28,29,2,0,0,0,0,0,7,12,47,0,1,1,0,42,10,8,0,0,51,3,7,0,0,0
